Location,Land Area,Bedrooms,Floor,Facing,Road Access,Price
"Bansbari, K'",4.3,4,2.5,S,12,52000000.0
"Thaiba, L'",4.1,2,2.5,S,13,26000000.0
"Imadol, L'",3.2,5,3.5,E,13,31000000.0
"Imadol, L'",3.0,6,2.5,N,13,25500000.0
"Bojepokhari, L'",3.2,4,2.5,E,12,28500000.0
"Koteshwor, K'",5.0,10,4.0,E,27,85000000.0
"Sunakothi, L'",7.0,4,2.5,N,20,51500000.0
"Baniyatar, K'",3.3,7,2.5,SW,13,27000000.0
"Kapan, K'",3.2,6,2.5,N,13,29500000.0
"Budhanilkantha, K'",3.0,6,2.5,N,13,28000000.0
"Mandikhatar, K'",6.2,4,3.5,NW,13,43500000.0
"Kalanki, K'",3.1,5,2.5,E,13,23500000.0
"Bouddha, K'",4.0,4,3.5,SE,8,25000000.0
"Dhapasi, K'",6.0,4,2.5,E,20,51000000.0
"Sanepa, L'",6.7,5,2.5,NW,14,63500000.0
"Bhaisepati, L'",7.0,5,2.5,N,13,78000000.0
"Bhaisepati, L'",7.0,5,2.5,E,13,85000000.0
"Imadol, L'",3.0,5,2.5,E,13,25000000.0
"Tikathali, L'",3.0,2,1.0,N,13,16500000.0
"Budhanilkantha, K'",4.0,6,2.5,E,13,34500000.0
"Bafal, K'",2.2,6,2.5,N,12,23500000.0
"Kalanki, K'",4.2,4,3.0,N,13,38500000.0
"Tikathali, L'",2.3,9,2.5,E,13,21500000.0
"Dhapasi, K'",7.0,7,2.5,E,12,39000000.0
"Imadol, L'",3.0,5,3.5,W,20,27500000.0
"Mandikhatar, K'",3.1,6,3.0,N,13,29500000.0
"Chandragiri, K'",4.0,2,2.0,SE,10,16000000.0
"Maharajgunj, K'",10.0,6,2.5,NE,13,72500000.0
"Sundarbasti, K'",4.5,6,3.5,N,13,38500000.0
"Golfutar, K'",4.0,4,2.5,S,16,29500000.0
"Dhapasi, K'",4.0,6,2.5,E,15,25000000.0
"Imadol, L'",3.0,3,2.5,E,13,26000000.0
"Imadol, L'",3.3,6,2.5,W,23,32500000.0
"Imadol, L'",3.5,5,2.5,E,12,22500000.0
"Imadol, L'",4.2,6,2.5,S,13,40000000.0
"Imadol, L'",3.1,4,2.5,W,13,31500000.0
"Imadol, L'",3.2,5,2.5,W,13,33000000.0
"Tikathali, L'",4.1,7,2.5,NW,13,27000000.0
"Setipakha, L'",2.3,4,2.5,E,13,22500000.0
"Ochu Height, L'",3.3,6,2.5,S,16,33000000.0
"Raniban, K'",3.0,6,2.5,E,20,36000000.0
"Ochu Height, L'",4.0,6,2.5,W,16,37500000.0
"Nakhu, L'",5.0,4,2.0,E,13,39900000.0
"Changathali, L'",4.0,7,2.5,E,10,17000000.0
"Ochu Height, L'",3.2,5,2.5,S,13,24500000.0
"Imadol, L'",4.0,5,2.5,W,13,35000000.0
"Pasikot, K'",3.0,4,2.5,NW,20,32000000.0
"Sitapaila, K'",6.0,6,2.5,E,13,38000000.0
"Budhanilkantha, K'",3.0,6,2.5,W,13,28000000.0
"changu Narayan, K'",3.3,4,2.5,N,10,31000000.0
"Sitapaila, K'",5.1,4,2.5,E,13,38000000.0
"Pepsicola, K'",4.0,4,2.5,E,20,32500000.0
"Pasikot, K'",5.1,5,3.5,E,10,32500000.0
"Kharibot, K'",3.2,6,2.5,N,13,29000000.0
"Pasikot, K'",3.0,6,3.5,SE,20,28000000.0
"Balkumari, L'",4.5,3,4.5,NE,16,66000000.0
"Nepaltar, K'",3.0,7,3.5,E,11,21900000.0
"Nakhipot, L'",3.2,5,2.5,S,13,28000000.0
"Ramkot, K'",3.3,3,2.5,SE,10,17500000.0
"Nakhipot, L'",3.5,5,2.5,SW,20,27000000.0
"Hattiban, L'",3.2,6,2.5,S,13,25500000.0
"Tenzing Chowk, K'",4.0,5,2.5,E,13,36500000.0
"Mandikhatar, K'",3.1,6,2.5,W,13,29500000.0
"Old Baneshwor, K'",3.0,6,4.0,E,16,45000000.0
"Dhobikhola, K'",3.5,5,3.5,NE,27,46000000.0
"Hattigauda, K'",5.0,7,3.0,N,13,34500000.0
"Imadol, L'",4.0,4,2.5,W,13,35000000.0
"Kapan, K'",2.2,4,2.5,E,12,18800000.0
"Imadol, L'",3.0,5,2.5,E,10,27000000.0
"Phutung, K'",3.0,3,1.5,W,13,15000000.0
"Lolang, K'",3.0,8,2.5,W,10,25500000.0
"Balkumari, L'",2.3,5,4.5,N,25,33000000.0
"Tikathali, L'",3.1,6,2.5,N,13,25000000.0
"Imadol, L'",5.0,6,2.5,SW,13,37000000.0
"Kusunti, L'",5.2,4,2.5,E,13,39500000.0
"Imadol, L'",3.0,5,3.0,W,13,27500000.0
"Imadol, L'",2.3,4,3.0,N,10,22000000.0
"Dhapasi, K'",3.0,4,2.5,W,20,12000000.0
"Bagbazar, K'",5.1,4,5.5,NE,12,70000000.0
"Sukedhara, K'",5.2,4,2.5,S,13,55000000.0
"Satdobato, L'",6.1,5,2.5,W,13,45000000.0
"Bistachhap, L'",4.0,8,2.5,S,13,13500000.0
"Imadol, L'",3.3,5,2.5,S,13,32500000.0
"Imadol, L'",4.0,4,2.5,E,16,37500000.0
"Thankot, K'",3.0,2,1.0,NE,10,14500000.0
"Maharajgunj, K'",4.0,4,2.0,E,14,24000000.0
"Dhumbarahi, K'",4.0,3,2.5,E,10,38000000.0
"Kapan, K'",4.0,6,2.4,W,13,29500000.0
"Kalanki, K'",4.2,5,2.0,NE,20,25500000.0
"Kapan, K'",4.0,8,3.5,N,12,31000000.0
"Imadol, L'",4.0,4,2.5,SE,20,42500000.0
"Maharajgunj, K'",3.0,4,2.5,W,20,30000000.0
"Budhanilkantha, K'",4.0,6,2.5,S,13,34500000.0
"Sunakothi, L'",3.2,4,2.5,SE,20,37500000.0
"Bhaisepati, L'",5.0,5,2.5,S,14,85000000.0
"Hattigauda, K'",6.1,7,2.0,NE,14,34500000.0
"Panipokhari, K'",3.2,7,3.5,NE,18,65000000.0
"Gokarneswhor, K'",4.0,6,3.5,W,32,30000000.0
"Pasikot, K'",4.0,5,2.5,E,13,34000000.0
"Dhumbarahi, K'",8.0,9,2.0,SE,12,67500000.0
"Budhanilkantha, K'",6.0,6,2.0,S,16,47000000.0
"Gongabu, K'",4.0,6,4.0,W,20,60000000.0
"Khadka Gaun, K'",4.0,5,2.0,W,13,33000000.0
"Budhanilkantha, K'",4.0,6,2.5,N,13,34000000.0
"Lazimpat, K'",4.3,6,2.5,NE,12,42000000.0
"Sunakothi, L'",5.0,3,2.5,NE,20,37500000.0
"Bhaisepati, L'",6.0,4,2.5,NE,13,78000000.0
"Hattigauda, K'",6.2,4,2.5,W,20,77000000.0
"Syuchatar, K'",4.0,4,2.5,SE,18,38000000.0
"Gwarko, L'",2.3,2,1.0,S,13,15500000.0
"Imadol, L'",3.0,4,2.5,E,13,23500000.0
"Thaiba, L'",3.3,4,2.5,S,20,18000000.0
"Ochu Height, L'",3.2,5,2.5,S,13,27000000.0
"Koteshwor, K'",4.0,5,4.0,S,6,41500000.0
"Bhaisepati, L'",6.0,4,2.0,W,13,78000000.0
"Chardobato, B'",4.2,6,3.5,S,20,41000000.0
"Mandikhatar, K'",4.3,4,2.5,W,13,40000000.0
"Deuba Chowk, K'",6.0,6,3.0,N,13,43500000.0
"Dhapasi, K'",10.0,4,2.0,E,13,58000000.0
"Gothatar, K'",4.0,8,2.5,N,10,38000000.0
"Grande Hospital, K'",3.2,12,3.0,NW,13,30000000.0
"Sainbu, L'",4.0,5,2.5,N,15,30000000.0
"Thali, K'",3.5,4,2.5,N,10,15500000.0
"Kapan, K'",4.1,6,2.5,NE,13,29500000.0
"Khumaltar, L'",5.0,3,3.0,S,13,55000000.0
"Gaurighat, K'",3.0,4,2.5,W,13,23000000.0
"Gwarko, L'",3.1,4,2.5,S,13,27000000.0
"Imadol, L'",4.0,5,2.5,N,13,29000000.0
"Imadol, L'",3.2,4,2.5,E,13,27500000.0
"Narayantar, K'",4.2,12,3.5,E,12,35000000.0
"Thali, K'",3.2,2,1.0,W,10,13300000.0
"Dhapasi, K'",10.0,4,2.0,E,13,61000000.0
"Suryabinayak, B'",6.0,8,3.0,SE,10,82000000.0
"Budhanilkantha, K'",5.3,6,3.5,NE,27,46000000.0
"Lubhu, L'",2.2,5,2.5,NE,13,17000000.0
"Jarankhu, K'",3.2,4,2.5,SW,10,16000000.0
"Katunje, B'",8.0,5,2.5,N,13,35000000.0
"Chyau Danda, L'",3.0,4,2.5,S,20,24000000.0
"Naya Basti, K'",4.0,5,2.5,N,10,33000000.0
"Nagdaha, L'",4.0,4,2.5,S,20,41500000.0
"Thecho, L'",4.0,4,2.5,N,16,19000000.0
"Mandikhatar, K'",8.0,5,2.5,NE,13,65000000.0
"Icimod, L'",4.0,5,2.5,W,13,30500000.0
"Imadol, L'",4.0,3,2.5,N,26,40000000.0
"Godawari, L'",5.0,5,2.5,N,20,41900000.0
"Chunikhel, K'",3.0,7,3.5,S,10,25000000.0
"Gairgaun, K'",5.0,4,2.5,N,12,51000000.0
"Chabahil, K'",6.2,4,2.5,W,8,35000000.0
"Matatirtha, K'",4.0,3,1.0,NE,13,18000000.0
"Bansbari, K'",6.2,6,2.5,SE,13,55000000.0
"Bhaisepati, L'",4.2,3,2.5,SE,10,55000000.0
"Swayambhu, K'",2.2,5,2.5,S,20,27500000.0
"Bafal, K'",5.0,5,3.0,S,13,36500000.0
"Chapali, K'",6.0,5,2.5,S,13,61500000.0
"Chandragiri, K'",3.2,6,2.5,SE,10,17000000.0
"Imadol, L'",3.0,4,2.5,W,13,25500000.0
"Imadol, L'",4.0,5,2.5,E,13,32500000.0
"Imadol, L'",3.5,6,3.0,S,13,26500000.0
"Hattiban, L'",3.2,5,2.5,SE,13,20500000.0
"Manamaiju, K'",4.2,6,2.5,SW,12,25000000.0
"Tripureshwor, K'",5.0,4,2.5,N,8,32000000.0
"Budhanilkantha, K'",8.3,5,2.0,SW,13,51500000.0
"Dhapasi, K'",10.0,4,2.5,E,13,58000000.0
"Kupandole, L'",5.0,10,4.5,E,20,64000000.0
"Banasthali, K'",2.5,3,4.0,E,13,23500000.0
"Kumaripati, L'",6.0,7,3.5,S,15,45000000.0
"Swayambhu, K'",3.1,6,3.5,NW,10,31500000.0
"Swayambhu, K'",3.0,6,3.5,N,10,29500000.0
"Shantinagar, K'",5.3,11,4.0,S,9,49800000.0
"Sundarbasti, K'",3.2,8,3.5,S,13,27000000.0
"Taukhel, L'",4.2,5,2.5,W,20,38000000.0
"Tahachal, K'",2.2,2,1.0,E,10,13500000.0
"Sundarbasti, K'",5.0,6,2.5,N,20,39500000.0
"Kapan, K'",5.3,6,3.0,SE,13,32500000.0
"Imadol, L'",3.2,5,2.5,W,20,27000000.0
"Imadol, L'",3.3,4,2.5,NW,13,28500000.0
"Imadol, L'",4.2,6,2.5,NE,13,25000000.0
"Imadol, L'",3.0,5,3.0,SE,13,27500000.0
"Bhangal, K'",3.3,5,2.5,S,13,29000000.0
"Sundarbasti, K'",4.0,5,2.5,E,20,29800000.0
"Jhaukhel, B'",4.1,2,3.0,NE,10,14000000.0
"Imadol, L'",3.2,4,2.5,S,13,27500000.0
"Imadol, L'",3.1,5,2.5,N,13,26000000.0
"Tyanglafat, K'",3.0,7,2.5,NE,10,24500000.0
"Kageshwori, K'",3.0,5,3.0,W,13,25500000.0
"Chandragiri, K'",4.0,4,2.5,E,13,22500000.0
"Chandragiri, K'",3.0,6,2.0,S,12,13100000.0
"Nayapati, K'",4.0,4,2.5,W,20,33000000.0
"Thaiba, L'",3.1,5,2.5,E,13,22000000.0
"Imadol, L'",3.1,4,2.5,N,13,23500000.0
"Imadol, L'",4.0,6,2.5,S,13,42500000.0
"Chandragiri, K'",3.0,5,2.5,W,10,19000000.0
"Tokha, K'",3.3,5,2.5,W,10,23000000.0
"Budhanilkantha, K'",5.0,6,2.5,SE,15,40000000.0
"Thulo Bharayang, K'",3.0,4,2.5,W,13,30000000.0
"Chappal karkhana, K'",10.0,4,2.5,SE,14,62000000.0
"Pasikot, K'",5.1,5,2.5,S,14,38000000.0
"Nakhipot, L'",3.2,9,2.5,E,20,25500000.0
"Imadol, L'",2.3,6,2.5,W,13,21000000.0
"Dhobighat, L'",9.0,5,2.5,S,12,76500000.0
"Budhanilkantha, K'",2.0,6,2.5,W,12,25000000.0
"Gairgaun, K'",3.1,6,3.0,N,10,25000000.0
"changu Narayan, K'",2.3,6,2.5,NW,13,25000000.0
"Gongabu, K'",3.0,5,4.0,NE,13,29000000.0
"Bhaisepati, L'",3.3,5,2.5,SW,15,31000000.0
"Budhanilkantha, K'",9.0,5,2.5,N,18,45000000.0
"Goldhunga, K'",2.2,5,2.5,E,13,15000000.0
"Bhaisepati, L'",5.2,5,2.5,SE,16,55000000.0
"Bhaisepati, L'",3.3,4,2.5,SE,13,32500000.0
"Lolang, K'",4.3,8,3.5,E,10,25000000.0
"Thado Dhunga, L'",9.0,5,2.5,SW,20,77500000.0
"Sunakothi, L'",6.0,3,2.5,SE,20,42500000.0
"Bhaisepati, L'",3.3,5,2.5,N,22,35000000.0
"Bagdol, L'",5.3,7,2.5,SE,20,54000000.0
"Budhanilkantha, K'",5.0,5,2.5,NW,15,45000000.0
"Pasikot, K'",5.1,5,2.5,SW,14,38000000.0
"Bhangal, K'",3.3,4,2.5,W,13,29500000.0
"Baluwakhani, K'",4.0,6,2.5,E,13,34500000.0
"Aakasedhara, K'",3.1,4,3.5,N,13,28500000.0
"Katunje, B'",3.0,6,3.0,SE,20,20500000.0
"Rudreshwor, K'",5.1,4,2.5,S,13,50000000.0
"Golfutar, K'",3.2,5,2.5,W,16,29000000.0
"Bhaisepati, L'",4.2,4,2.5,SW,15,31000000.0
"Bauthali, K'",4.1,6,2.5,W,12,25000000.0
"Raniban, K'",3.5,6,3.5,SW,14,31000000.0
"Goldhunga, K'",3.0,4,2.5,N,12,29500000.0
"Tikathali, L'",3.2,5,2.0,E,13,29500000.0
"Kalopool, K'",4.2,2,1.0,S,4,30000000.0
"Bhaisepati, L'",5.3,3,2.5,SW,16,62500000.0
"Sitapaila, K'",4.0,5,2.5,SE,13,31000000.0
"Nakhudole, L'",4.0,3,2.5,W,20,29000000.0
"Imadol, L'",3.1,4,2.0,N,13,26000000.0
"Bhaisepati, L'",4.0,5,2.0,SW,13,41000000.0
"Mandikhatar, K'",5.0,5,2.5,E,14,44500000.0
"Jyotinagar, K'",3.5,6,2.5,S,13,31500000.0
"Budhanilkantha, K'",4.3,5,2.5,W,13,40000000.0
"Naya Basti, K'",6.1,8,3.5,SW,20,50000000.0
"Bhaisepati, L'",3.3,4,2.5,SW,13,32500000.0
"High Vision Colony, K'",3.5,4,2.5,E,10,26000000.0
"Sitapaila, K'",7.0,4,2.5,S,13,37500000.0
"Bhaisepati, L'",3.3,5,2.5,W,22,35000000.0
"Kupandole, L'",5.0,8,5.0,E,22,48000000.0
"Syuchatar, K'",5.2,6,3.0,E,13,32500000.0
"Sunakothi, L'",4.1,5,2.5,E,20,35000000.0
"Bhaisepati, L'",5.0,4,2.5,E,20,41000000.0
"Gahana Pokhari, K'",6.3,6,2.0,S,11,70000000.0
"Hattiban, L'",8.0,4,2.0,N,32,85000000.0
"Bistachhap, L'",9.2,4,2.5,E,20,22000000.0
"Battisputali, K'",10.0,5,2.5,S,13,95000000.0
"Sundarbasti, K'",5.0,5,2.5,NE,13,39000000.0
"Besigaun, K'",3.1,6,2.5,SE,13,27000000.0
"Gokarneswhor, K'",3.0,2,1.0,E,13,13000000.0
"Kusunti, L'",5.5,4,2.0,NE,13,40500000.0
"Khusibu, K'",2.2,6,4.0,E,26,32500000.0
"Pasikot, K'",6.0,6,2.5,SE,13,33000000.0
"Budhanilkantha, K'",6.2,6,2.5,NE,15,62500000.0
"Baniyatar, K'",3.0,4,2.5,W,10,20500000.0
"Bansbari, K'",7.0,4,2.5,S,13,50000000.0
"Imadol, L'",3.3,5,2.5,NE,13,26000000.0
"Imadol, L'",3.1,3,2.5,N,13,23500000.0
"Satdobato, L'",9.1,12,4.5,E,10,70000000.0
"Gaushala, K'",4.0,11,2.5,E,13,32500000.0
"Goldhunga, K'",4.0,4,2.5,N,20,32000000.0
"Dhumbarahi, K'",3.5,5,2.5,S,20,25000000.0
"Ganesh Chowk, K'",3.5,5,2.5,SW,14,32500000.0
"Nagarjun, K'",3.1,4,2.5,NE,16,25000000.0
"Pepsicola, K'",2.3,5,2.5,E,20,29000000.0
"Wasik, K'",5.2,5,3.0,SW,13,41000000.0
"Thaiba, L'",5.2,4,2.5,SW,20,50000000.0
"Basundhara, K'",6.3,7,3.5,S,20,87500000.0
"Bhaisepati, L'",5.0,8,3.5,E,10,35000000.0
"Narayantar, K'",8.1,8,4.0,NW,12,53500000.0
"Sukedhara, K'",4.0,6,2.5,S,14,39000000.0
"Ranibari, K'",4.0,6,3.0,W,22,35000000.0
"Goldhunga, K'",3.2,5,2.5,W,10,25000000.0
"Bhaisepati, L'",6.0,6,2.5,SE,20,75000000.0
"Baluwakhani, K'",4.0,3,2.5,E,13,31500000.0
"Tenzing Chowk, K'",3.3,6,2.0,E,13,26500000.0
"Sukedhara, K'",5.0,6,2.5,W,14,35000000.0
"Rudreshwor, K'",5.1,5,2.5,E,13,49000000.0
"Bafal, K'",4.0,7,2.5,W,13,28500000.0
"changu Narayan, K'",2.2,4,2.5,W,9,21500000.0
"Basanti Chowk, K'",3.0,4,2.5,S,10,22000000.0
"Tindhara, K'",3.0,6,2.5,N,26,22000000.0
"Buddha Chowk, K'",3.0,4,2.5,W,10,24000000.0
"Hattigauda, K'",6.2,4,3.0,NE,13,36500000.0
"Dhapakhel, L'",3.3,6,2.5,E,13,27000000.0
"Gwarko, L'",3.1,5,3.0,S,13,27000000.0
"Matatirtha, K'",5.1,3,3.0,S,26,20000000.0
"Imadol, L'",7.0,5,2.5,NE,20,36000000.0
"Sitapaila, K'",4.0,5,3.5,N,10,27000000.0
"Bhaisepati, L'",3.0,5,2.0,W,12,30000000.0
"Bhaisepati, L'",5.0,5,2.5,W,20,51000000.0
"Kapan, K'",4.1,6,3.0,E,13,29800000.0
"Imadol, L'",3.0,5,2.5,E,13,23500000.0
"Satdobato, L'",10.0,13,4.5,S,13,70000000.0
"Syuchatar, K'",3.2,6,2.5,S,13,25000000.0
"Sitapaila, K'",4.1,4,2.5,SE,16,27500000.0
"Sitapaila, K'",4.2,4,2.5,S,16,29500000.0
"Purano Naikap, K'",6.2,7,3.0,NE,13,48000000.0
"Battisputali, K'",3.5,7,3.0,W,20,32000000.0
"Sitapaila, K'",5.0,5,2.5,E,13,31500000.0
"Thulo Bharayang, K'",2.2,3,1.0,S,10,15000000.0
"Jorpati, K'",3.2,5,2.5,S,10,23000000.0
"Balaju, K'",9.1,6,2.5,W,10,57500000.0
"Sitapaila, K'",2.3,3,2.5,NE,4,12000000.0
"Naikap, K'",3.1,4,2.5,N,10,20000000.0
"Machhapokhari, K'",4.0,4,2.5,E,10,30000000.0
"Gothatar, K'",3.2,6,3.5,SE,10,26800000.0
"Dhapakhel, L'",4.0,6,2.5,SW,20,30000000.0
"Kageshwori, K'",3.2,6,3.5,E,20,31000000.0
"Pepsicola, K'",4.2,3,3.5,NE,36,50000000.0
"Budhanilkantha, K'",8.0,13,2.5,W,13,53500000.0
"Satdobato, L'",3.0,4,2.5,E,13,26000000.0
"Bafal, K'",3.1,5,2.5,W,13,24000000.0
"Maharajgunj, K'",3.7,2,2.5,SE,12,30000000.0
"Budhanilkantha, K'",4.0,4,2.5,W,15,36000000.0
"Manamaiju, K'",4.0,6,3.5,N,12,27500000.0
"Dhapasi, K'",5.0,6,2.5,S,18,42500000.0
"Maharajgunj, K'",4.0,5,2.5,S,16,45000000.0
"Kadaghari, K'",3.2,6,2.5,N,13,27000000.0
"Dhapasi, K'",3.2,4,2.5,E,16,28500000.0
"Lolang, K'",3.0,4,3.0,NE,12,35500000.0
"Tokha, K'",4.2,4,2.5,E,13,29000000.0
"Nakhipot, L'",4.2,5,2.5,W,20,32000000.0
"Goldhunga, K'",4.2,4,2.5,E,20,30000000.0
"Italitar, K'",8.1,5,3.0,E,20,77500000.0
"Machhe Gaun, K'",3.0,8,3.0,W,13,14000000.0
"Rudreshwor, K'",5.1,4,3.0,E,16,50000000.0
"Imadol, L'",3.0,2,1.0,S,13,16500000.0
"Nakhipot, L'",3.0,4,3.0,S,13,24000000.0
"Chapali, K'",3.3,5,3.0,NE,13,28000000.0
"Phulbari Colony, K'",10.0,6,2.5,SE,20,92000000.0
"Jarankhu, K'",4.0,7,3.5,W,13,35000000.0
"Koteshwor, K'",3.0,6,2.5,N,26,27500000.0
"Charkhal, K'",4.0,8,3.0,SE,13,28500000.0
"Hattigauda, K'",6.1,7,2.5,S,14,36500000.0
"Hattigauda, K'",5.0,6,2.5,NE,15,45000000.0
"Matatirtha, K'",8.0,8,2.5,S,16,20000000.0
"Balkhu, K'",8.0,7,2.5,W,20,72000000.0
"Golfutar, K'",3.2,4,2.5,S,16,25000000.0
"Taukhel, L'",4.2,4,2.5,N,8,30000000.0
"Chhauni, K'",3.2,5,2.5,E,13,26000000.0
"Mandikhatar, K'",2.7,6,2.5,S,13,18500000.0
"Deuba Chowk, K'",4.3,5,2.5,S,13,45000000.0
"Hattigauda, K'",5.0,6,3.0,N,13,45000000.0
"Nakhu, L'",5.0,4,2.5,E,13,39500000.0
"Hepali Height, K'",4.2,3,3.0,SW,20,45000000.0
"Bhadrabas, K'",3.0,2,1.0,W,20,12500000.0
"Dhapasi, K'",4.0,5,3.0,SE,20,41000000.0
"Bhaisepati, L'",3.3,4,3.0,E,13,38000000.0
"Dhapasi, K'",4.0,6,3.0,E,13,37500000.0
"Hattigauda, K'",6.2,6,2.5,E,14,65000000.0
"Hattiban, L'",8.0,4,2.0,S,20,90000000.0
"Balkhu, K'",2.3,3,2.5,N,20,24900000.0
"Bhaisepati, L'",5.0,4,2.0,S,16,45000000.0
"Rudreshwor, K'",6.0,5,3.0,S,13,59500000.0
"Jarankhu, K'",4.0,8,3.5,N,13,35000000.0
"Paiyatar, K'",4.3,5,2.5,W,12,30000000.0
"Budhanilkantha, K'",5.1,4,2.5,E,15,50000000.0
"Ganesh Chowk, K'",5.2,5,2.5,SW,13,45000000.0
"Hattiban, L'",4.2,4,2.5,SW,20,46500000.0
"Kalikasthan, K'",1.3,4,2.5,E,30,25000000.0
"Budhanilkantha, K'",4.1,5,2.5,S,13,29800000.0
"Dhapasi, K'",4.0,4,2.5,NE,13,23000000.0
"Bhadrabas, K'",4.0,2,1.0,N,20,12500000.0
"Bagdol, L'",6.0,7,3.5,E,16,55000000.0
"Ganesh Chowk, K'",6.1,6,2.5,NE,12,67500000.0
"Kapan, K'",5.0,6,3.5,N,13,36000000.0
"Siddhartha Colony, K'",3.0,6,2.5,E,20,35000000.0
"Narayanthan, K'",3.3,5,2.5,S,16,42500000.0
"Nakhu, L'",5.2,4,2.5,SW,13,53000000.0
"Bhaisepati, L'",5.0,5,2.5,W,20,40000000.0
"Hattigauda, K'",6.2,5,2.5,E,15,36500000.0
"Bhaisepati, L'",5.0,4,2.5,E,15,39900000.0
"Sundarbasti, K'",4.2,6,2.5,SE,20,38500000.0
"Sundarbasti, K'",5.0,6,2.5,NE,13,38500000.0
"Sitapaila, K'",10.2,4,2.0,NW,20,67400000.0
"Gothatar, K'",3.2,2,1.0,E,20,14000000.0
"Gongabu, K'",4.0,11,2.5,S,13,31500000.0
"Bhaisepati, L'",4.2,5,2.5,SE,13,47500000.0
"Thaiba, L'",4.5,6,2.5,N,22,37000000.0
"Jarankhu, K'",4.0,5,2.5,SE,12,25000000.0
"Dhapakhel, L'",4.2,4,2.5,W,26,18500000.0
"Sudal, B'",3.3,10,3.5,E,10,21000000.0
"Khumaltar, L'",6.0,6,2.5,NE,22,35000000.0
"Baluwa, K'",3.2,5,2.5,N,13,19000000.0
"Deuba Chowk, K'",8.0,8,3.0,E,12,52500000.0
"Machhe Gaun, K'",8.0,5,2.5,NE,13,45000000.0
"Imadol, L'",3.2,4,2.5,NW,11,26500000.0
"Satdobato, L'",6.1,6,2.5,W,12,45000000.0
"Imadol, L'",3.2,6,2.5,SW,20,27500000.0
"Sinamangal, K'",5.2,5,2.5,W,13,45000000.0
"Khumaltar, L'",5.2,7,2.5,W,18,42500000.0
"Radhe Radhe, B'",8.0,6,2.5,SE,16,62500000.0
"Dhapakhel, L'",8.2,4,2.0,NE,13,42000000.0
"Chunikhel, K'",3.0,4,1.0,S,20,15500000.0
"Dhapakhel, L'",3.0,3,2.5,SE,26,29000000.0
"Budhanilkantha, K'",4.0,4,2.5,S,20,32000000.0
"Bhaisepati, L'",5.0,3,2.5,E,18,55000000.0
"Sanepa, L'",9.2,4,2.5,E,16,77500000.0
"Boharatar, K'",3.0,5,2.0,E,13,20000000.0
"Budhanilkantha, K'",4.0,6,2.5,NE,25,48000000.0
"Jhamsikhel, L'",3.0,4,2.5,E,20,40000000.0
"Bhaisepati, L'",3.2,5,2.5,N,20,36500000.0
"Grande Hospital, K'",5.2,5,2.5,E,21,53500000.0
"Bhaisepati, L'",5.0,4,2.5,SW,20,55000000.0
"Budhanilkantha, K'",3.2,6,2.0,E,20,35000000.0
"Pepsicola, K'",3.0,8,3.5,N,10,26000000.0
"Sano bharyang, K'",5.0,4,2.5,N,20,45000000.0
"Sukedhara, K'",7.0,4,2.5,E,12,70000000.0
"Thulo Bharayang, K'",3.0,5,3.0,N,13,35000000.0
"Imadol, L'",2.2,4,2.5,N,13,20500000.0
"Thankot, K'",4.0,4,1.5,S,13,30000000.0
"Lazimpat, K'",2.2,4,2.5,N,10,22500000.0
"Tokha, K'",3.0,5,3.0,S,11,24000000.0
"Khumaltar, L'",4.0,4,2.5,E,26,40000000.0
"Kapan, K'",3.1,4,1.0,E,13,16000000.0
"Budhanilkantha, K'",5.0,6,3.0,NW,20,39000000.0
"Bansbari, K'",9.2,4,2.0,S,13,62500000.0
"Bansbari, K'",10.0,3,2.0,S,13,62500000.0
"Budhanilkantha, K'",8.0,6,2.5,W,20,70000000.0
"Golfutar, K'",3.2,5,2.5,NE,20,31500000.0
"Rudreshwor, K'",6.0,5,2.5,S,15,57500000.0
"Budhanilkantha, K'",8.0,5,2.5,SE,15,67500000.0
"Pasikot, K'",5.0,5,2.5,S,13,33500000.0
"Nepaltar, K'",3.0,5,2.5,S,10,21000000.0
"Thankot, K'",4.0,6,3.0,N,13,26000000.0
"Setipakha, L'",4.0,4,2.5,S,15,31000000.0
"Ekatabasti, K'",2.2,4,2.5,S,12,16000000.0
"Budhanilkantha, K'",4.0,6,2.5,E,13,33500000.0
"Sorhakhutte, K'",3.2,15,5.5,E,12,45000000.0
"Bhaisepati, L'",6.0,5,2.5,S,15,14000000.0
"Thado Dhunga, L'",10.0,3,2.5,N,15,18000000.0
"Imadol, L'",4.0,5,1.5,E,13,34500000.0
"Imadol, L'",3.0,4,1.5,N,11,14500000.0
"Budhanilkantha, K'",3.2,4,1.0,S,13,18500000.0
"Bhaisepati, L'",3.3,4,2.5,N,20,44000000.0
"Imadol, L'",4.1,7,2.5,NE,20,36000000.0
"Budhanilkantha, K'",7.3,4,2.5,S,24,75000000.0
"Budhanilkantha, K'",5.0,7,3.0,SE,13,39500000.0
"Sitapaila, K'",4.2,6,2.5,N,12,30000000.0
"Kapan, K'",4.2,6,2.5,N,13,33800000.0
"Kapan, K'",3.0,5,2.5,S,12,18500000.0
"Manbhawan, L'",3.0,5,2.5,S,26,20000000.0
"Kapan, K'",3.0,2,1.0,SW,12,14000000.0
"Budhanilkantha, K'",4.0,5,2.5,N,13,26000000.0
"Grande Hospital, K'",4.3,4,2.0,N,16,39000000.0
